COUNTRY,INDICATOR,FREQUENCY,time,value,date
THA,MMRT_RT_PT_A_PT,M,2021-M10,0.45,2021-10-01
THA,MMRT_RT_PT_A_PT,M,2021-M11,0.45,2021-11-01
THA,MMRT_RT_PT_A_PT,M,2021-M12,0.45,2021-12-01
THA,MMRT_RT_PT_A_PT,M,2022-M01,0.45,2022-01-01
THA,MMRT_RT_PT_A_PT,M,2022-M02,0.45,2022-02-01
THA,MMRT_RT_PT_A_PT,M,2022-M03,0.45,2022-03-01
THA,MMRT_RT_PT_A_PT,M,2022-M04,0.45,2022-04-01
THA,MMRT_RT_PT_A_PT,M,2022-M05,0.45,2022-05-01
THA,MMRT_RT_PT_A_PT,M,2022-M06,0.45,2022-06-01
THA,MMRT_RT_PT_A_PT,M,2022-M07,0.45,2022-07-01
THA,MMRT_RT_PT_A_PT,M,2022-M08,0.61,2022-08-01
THA,MMRT_RT_PT_A_PT,M,2022-M09,0.74,2022-09-01
THA,MMRT_RT_PT_A_PT,M,2022-M10,0.95,2022-10-01
THA,MMRT_RT_PT_A_PT,M,2022-M11,0.97,2022-11-01
THA,MMRT_RT_PT_A_PT,M,2022-M12,1.2,2022-12-01
THA,MMRT_RT_PT_A_PT,M,2023-M01,1.26,2023-01-01
THA,MMRT_RT_PT_A_PT,M,2023-M02,1.45,2023-02-01
THA,MMRT_RT_PT_A_PT,M,2023-M03,1.49,2023-03-01
THA,MMRT_RT_PT_A_PT,M,2023-M04,1.7,2023-04-01
THA,MMRT_RT_PT_A_PT,M,2023-M05,1.72,2023-05-01
THA,MMRT_RT_PT_A_PT,M,2023-M06,1.95,2023-06-01
THA,MMRT_RT_PT_A_PT,M,2023-M07,1.95,2023-07-01
THA,MMRT_RT_PT_A_PT,M,2023-M08,2.2,2023-08-01
THA,MMRT_RT_PT_A_PT,M,2023-M09,2.23,2023-09-01
THA,MMRT_RT_PT_A_PT,M,2023-M10,2.45,2023-10-01
THA,MMRT_RT_PT_A_PT,M,2023-M11,2.45,2023-11-01
THA,MMRT_RT_PT_A_PT,M,2023-M12,2.45,2023-12-01
THA,MMRT_RT_PT_A_PT,M,2024-M01,2.45,2024-01-01
THA,MMRT_RT_PT_A_PT,M,2024-M02,2.45,2024-02-01
THA,MMRT_RT_PT_A_PT,M,2024-M03,2.45,2024-03-01
THA,MMRT_RT_PT_A_PT,M,2024-M04,2.45,2024-04-01
THA,MMRT_RT_PT_A_PT,M,2024-M05,2.45,2024-05-01
THA,MMRT_RT_PT_A_PT,M,2024-M06,2.45,2024-06-01
THA,MMRT_RT_PT_A_PT,M,2024-M07,2.45,2024-07-01
THA,MMRT_RT_PT_A_PT,M,2024-M08,2.45,2024-08-01
THA,MMRT_RT_PT_A_PT,M,2024-M09,2.45,2024-09-01
THA,MMRT_RT_PT_A_PT,M,2024-M10,2.32,2024-10-01
THA,MMRT_RT_PT_A_PT,M,2024-M11,2.1,2024-11-01
THA,MMRT_RT_PT_A_PT,M,2024-M12,2.2,2024-12-01
THA,MMRT_RT_PT_A_PT,M,2025-M01,2.2,2025-01-01
THA,MMRT_RT_PT_A_PT,M,2025-M02,2.06,2025-02-01
THA,MMRT_RT_PT_A_PT,M,2025-M03,1.95,2025-03-01
THA,MMRT_RT_PT_A_PT,M,2025-M04,1.94,2025-04-01
THA,MMRT_RT_PT_A_PT,M,2025-M05,1.7,2025-05-01
THA,MMRT_RT_PT_A_PT,M,2025-M06,1.7,2025-06-01
THA,MMRT_RT_PT_A_PT,M,2025-M07,1.7,2025-07-01
THA,MMRT_RT_PT_A_PT,M,2025-M08,1.53,2025-08-01
THA,MMRT_RT_PT_A_PT,M,2025-M09,1.45,2025-09-01
THA,MMRT_RT_PT_A_PT,M,2025-M10,1.45,2025-10-01
THA,MMRT_RT_PT_A_PT,M,2025-M11,1.45,2025-11-01
THA,MMRT_RT_PT_A_PT,M,2025-M12,1.33,2025-12-01
THA,MMRT_RT_PT_A_PT,M,2026-M01,1.2,2026-01-01
THA,MMRT_RT_PT_A_PT,M,2026-M02,1.17,2026-02-01
THA,MMRT_RT_PT_A_PT,M,2026-M03,0.95,2026-03-01
THA,MMRT_RT_PT_A_PT,M,2026-M04,0.95,2026-04-01
THA,MMRT_RT_PT_A_PT,M,2026-M05,0.95,2026-05-01
TJK,MMRT_RT_PT_A_PT,M,2015-M01,16.98,2015-01-01
TJK,MMRT_RT_PT_A_PT,M,2015-M02,18.8,2015-02-01
TJK,MMRT_RT_PT_A_PT,M,2015-M03,19.4722222222222,2015-03-01
TJK,MMRT_RT_PT_A_PT,M,2015-M04,21,2015-04-01
TJK,MMRT_RT_PT_A_PT,M,2015-M05,19.91,2015-05-01
TJK,MMRT_RT_PT_A_PT,M,2015-M06,23,2015-06-01
TJK,MMRT_RT_PT_A_PT,M,2015-M07,20.14,2015-07-01
TJK,MMRT_RT_PT_A_PT,M,2015-M08,19,2015-08-01
TJK,MMRT_RT_PT_A_PT,M,2015-M09,18.5121951219512,2015-09-01
TJK,MMRT_RT_PT_A_PT,M,2015-M10,19,2015-10-01
TJK,MMRT_RT_PT_A_PT,M,2015-M12,21.5732666190136,2015-12-01
TJK,MMRT_RT_PT_A_PT,M,2016-M01,16,2016-01-01
TJK,MMRT_RT_PT_A_PT,M,2016-M02,18,2016-02-01
TJK,MMRT_RT_PT_A_PT,M,2016-M03,18,2016-03-01
TJK,MMRT_RT_PT_A_PT,M,2016-M05,24.4237918215613,2016-05-01
TJK,MMRT_RT_PT_A_PT,M,2016-M06,30,2016-06-01
TJK,MMRT_RT_PT_A_PT,M,2016-M08,18,2016-08-01
TJK,MMRT_RT_PT_A_PT,M,2016-M11,26,2016-11-01
TJK,MMRT_RT_PT_A_PT,M,2016-M12,28,2016-12-01
TJK,MMRT_RT_PT_A_PT,M,2017-M01,29,2017-01-01
TJK,MMRT_RT_PT_A_PT,M,2017-M03,26,2017-03-01
TJK,MMRT_RT_PT_A_PT,M,2017-M04,18,2017-04-01
TJK,MMRT_RT_PT_A_PT,M,2017-M08,23,2017-08-01
TJK,MMRT_RT_PT_A_PT,M,2017-M09,23,2017-09-01
TJK,MMRT_RT_PT_A_PT,M,2017-M10,30,2017-10-01
TJK,MMRT_RT_PT_A_PT,M,2018-M01,30,2018-01-01
TJK,MMRT_RT_PT_A_PT,M,2018-M02,30,2018-02-01
TJK,MMRT_RT_PT_A_PT,M,2018-M03,30,2018-03-01
TJK,MMRT_RT_PT_A_PT,M,2018-M04,26.73,2018-04-01
TJK,MMRT_RT_PT_A_PT,M,2018-M05,29.72,2018-05-01
TJK,MMRT_RT_PT_A_PT,M,2018-M06,30,2018-06-01
TJK,MMRT_RT_PT_A_PT,M,2018-M07,20,2018-07-01
TJK,MMRT_RT_PT_A_PT,M,2018-M11,20,2018-11-01
TJK,MMRT_RT_PT_A_PT,M,2018-M12,20,2018-12-01
TJK,MMRT_RT_PT_A_PT,M,2019-M01,21.82,2019-01-01
TJK,MMRT_RT_PT_A_PT,M,2019-M02,18.19,2019-02-01
TJK,MMRT_RT_PT_A_PT,M,2019-M03,18.23,2019-03-01
TJK,MMRT_RT_PT_A_PT,M,2019-M05,16.54,2019-05-01
TUN,MMRT_RT_PT_A_PT,M,2015-M01,4.89,2015-01-01
TUN,MMRT_RT_PT_A_PT,M,2015-M02,4.8,2015-02-01
TUN,MMRT_RT_PT_A_PT,M,2015-M03,4.82,2015-03-01
TUN,MMRT_RT_PT_A_PT,M,2015-M04,4.8,2015-04-01
TUN,MMRT_RT_PT_A_PT,M,2015-M05,4.77,2015-05-01
TUN,MMRT_RT_PT_A_PT,M,2015-M06,4.8,2015-06-01
TUN,MMRT_RT_PT_A_PT,M,2015-M07,4.78,2015-07-01
TUN,MMRT_RT_PT_A_PT,M,2015-M08,4.75,2015-08-01
TUN,MMRT_RT_PT_A_PT,M,2015-M09,4.77,2015-09-01
TUN,MMRT_RT_PT_A_PT,M,2015-M10,4.75,2015-10-01
TUN,MMRT_RT_PT_A_PT,M,2015-M11,4.3,2015-11-01
TUN,MMRT_RT_PT_A_PT,M,2015-M12,4.28,2015-12-01
TUN,MMRT_RT_PT_A_PT,M,2016-M01,4.25,2016-01-01
TUN,MMRT_RT_PT_A_PT,M,2016-M02,4.22,2016-02-01
TUN,MMRT_RT_PT_A_PT,M,2016-M03,4.2,2016-03-01
TUN,MMRT_RT_PT_A_PT,M,2016-M04,4.24,2016-04-01
TUN,MMRT_RT_PT_A_PT,M,2016-M05,4.25,2016-05-01
TUN,MMRT_RT_PT_A_PT,M,2016-M06,4.21,2016-06-01
TUN,MMRT_RT_PT_A_PT,M,2016-M07,4.32,2016-07-01
TUN,MMRT_RT_PT_A_PT,M,2016-M08,4.2,2016-08-01
TUN,MMRT_RT_PT_A_PT,M,2016-M09,4.26,2016-09-01
TUN,MMRT_RT_PT_A_PT,M,2016-M10,4.33,2016-10-01
TUN,MMRT_RT_PT_A_PT,M,2016-M11,4.23,2016-11-01
TUN,MMRT_RT_PT_A_PT,M,2016-M12,4.26,2016-12-01
TUN,MMRT_RT_PT_A_PT,M,2017-M01,4.26,2017-01-01
TUN,MMRT_RT_PT_A_PT,M,2017-M02,4.29,2017-02-01
TUN,MMRT_RT_PT_A_PT,M,2017-M03,4.29,2017-03-01
TUN,MMRT_RT_PT_A_PT,M,2017-M04,4.41,2017-04-01
TUN,MMRT_RT_PT_A_PT,M,2017-M05,4.83,2017-05-01
TUN,MMRT_RT_PT_A_PT,M,2017-M06,4.94,2017-06-01
TUN,MMRT_RT_PT_A_PT,M,2017-M07,5.15,2017-07-01
TUN,MMRT_RT_PT_A_PT,M,2017-M08,5.19,2017-08-01
TUN,MMRT_RT_PT_A_PT,M,2017-M09,5.22,2017-09-01
TUN,MMRT_RT_PT_A_PT,M,2017-M10,5.23,2017-10-01
TUN,MMRT_RT_PT_A_PT,M,2017-M11,5.23,2017-11-01
TUN,MMRT_RT_PT_A_PT,M,2017-M12,5.23,2017-12-01
TUN,MMRT_RT_PT_A_PT,M,2018-M01,5.53,2018-01-01
TUN,MMRT_RT_PT_A_PT,M,2018-M02,5.61,2018-02-01
TUN,MMRT_RT_PT_A_PT,M,2018-M03,6.04,2018-03-01
TUN,MMRT_RT_PT_A_PT,M,2018-M04,6.5,2018-04-01
UKR,MMRT_RT_PT_A_PT,M,2015-M01,17.3625,2015-01-01
UKR,MMRT_RT_PT_A_PT,M,2015-M02,22.5326,2015-02-01
UKR,MMRT_RT_PT_A_PT,M,2015-M03,26.273,2015-03-01
UKR,MMRT_RT_PT_A_PT,M,2015-M04,27.0324,2015-04-01
UKR,MMRT_RT_PT_A_PT,M,2015-M05,24.7283,2015-05-01
UKR,MMRT_RT_PT_A_PT,M,2015-M06,23.3614,2015-06-01
UKR,MMRT_RT_PT_A_PT,M,2015-M07,21.7497,2015-07-01
UKR,MMRT_RT_PT_A_PT,M,2015-M08,19.9353,2015-08-01
UKR,MMRT_RT_PT_A_PT,M,2015-M09,21.0837,2015-09-01
UKR,MMRT_RT_PT_A_PT,M,2015-M10,19.6544,2015-10-01
UKR,MMRT_RT_PT_A_PT,M,2015-M11,19.5593,2015-11-01
UKR,MMRT_RT_PT_A_PT,M,2015-M12,19.3215,2015-12-01
UKR,MMRT_RT_PT_A_PT,M,2016-M01,18.9695,2016-01-01
UKR,MMRT_RT_PT_A_PT,M,2016-M02,19.5565,2016-02-01
UKR,MMRT_RT_PT_A_PT,M,2016-M03,20.5986,2016-03-01
UKR,MMRT_RT_PT_A_PT,M,2016-M04,20.9576,2016-04-01
UKR,MMRT_RT_PT_A_PT,M,2016-M05,19.497,2016-05-01
UKR,MMRT_RT_PT_A_PT,M,2016-M06,17.6496,2016-06-01
UKR,MMRT_RT_PT_A_PT,M,2016-M07,16.2939,2016-07-01
UKR,MMRT_RT_PT_A_PT,M,2016-M08,15.5721,2016-08-01
UKR,MMRT_RT_PT_A_PT,M,2016-M09,15.4185,2016-09-01
UKR,MMRT_RT_PT_A_PT,M,2016-M10,14.9929,2016-10-01
UKR,MMRT_RT_PT_A_PT,M,2016-M11,13.7917,2016-11-01
UKR,MMRT_RT_PT_A_PT,M,2016-M12,13.633,2016-12-01
UKR,MMRT_RT_PT_A_PT,M,2017-M01,13.3137,2017-01-01
UKR,MMRT_RT_PT_A_PT,M,2017-M02,13.0169,2017-02-01
UKR,MMRT_RT_PT_A_PT,M,2017-M03,12.7348,2017-03-01
UKR,MMRT_RT_PT_A_PT,M,2017-M04,12.4876,2017-04-01
UKR,MMRT_RT_PT_A_PT,M,2017-M05,11.9514,2017-05-01
UKR,MMRT_RT_PT_A_PT,M,2017-M06,11.1791,2017-06-01
UKR,MMRT_RT_PT_A_PT,M,2017-M07,11.276,2017-07-01
UKR,MMRT_RT_PT_A_PT,M,2017-M08,11.6281,2017-08-01
UKR,MMRT_RT_PT_A_PT,M,2017-M09,11.7185,2017-09-01
UKR,MMRT_RT_PT_A_PT,M,2017-M10,11.7488,2017-10-01
UKR,MMRT_RT_PT_A_PT,M,2017-M11,12.6439,2017-11-01
UKR,MMRT_RT_PT_A_PT,M,2017-M12,12.9694,2017-12-01
UKR,MMRT_RT_PT_A_PT,M,2018-M01,14.1461,2018-01-01
UKR,MMRT_RT_PT_A_PT,M,2018-M02,15.562,2018-02-01
UKR,MMRT_RT_PT_A_PT,M,2018-M03,16.3418,2018-03-01
UKR,MMRT_RT_PT_A_PT,M,2018-M04,16.0585,2018-04-01
UKR,MMRT_RT_PT_A_PT,M,2018-M05,16.5018,2018-05-01
UKR,MMRT_RT_PT_A_PT,M,2018-M06,16.68,2018-06-01
UKR,MMRT_RT_PT_A_PT,M,2018-M07,16.5602,2018-07-01
UKR,MMRT_RT_PT_A_PT,M,2018-M08,16.9089,2018-08-01
UKR,MMRT_RT_PT_A_PT,M,2018-M09,17.9417,2018-09-01
UKR,MMRT_RT_PT_A_PT,M,2018-M10,18.2286,2018-10-01
UKR,MMRT_RT_PT_A_PT,M,2018-M11,18.3273,2018-11-01
UKR,MMRT_RT_PT_A_PT,M,2018-M12,17.9819,2018-12-01
UKR,MMRT_RT_PT_A_PT,M,2019-M01,19.8048,2019-01-01
UKR,MMRT_RT_PT_A_PT,M,2019-M02,16.7251,2019-02-01
UKR,MMRT_RT_PT_A_PT,M,2019-M03,16.6431,2019-03-01
UKR,MMRT_RT_PT_A_PT,M,2019-M04,16.6883,2019-04-01
UKR,MMRT_RT_PT_A_PT,M,2019-M05,16.4486,2019-05-01
UKR,MMRT_RT_PT_A_PT,M,2019-M06,16.3489,2019-06-01
UKR,MMRT_RT_PT_A_PT,M,2019-M07,16.0902,2019-07-01
UKR,MMRT_RT_PT_A_PT,M,2019-M08,16.1606,2019-08-01
UKR,MMRT_RT_PT_A_PT,M,2019-M09,15.7698,2019-09-01
UKR,MMRT_RT_PT_A_PT,M,2019-M10,15.048,2019-10-01
UKR,MMRT_RT_PT_A_PT,M,2019-M11,14.0781,2019-11-01
UKR,MMRT_RT_PT_A_PT,M,2019-M12,12.977,2019-12-01
UKR,MMRT_RT_PT_A_PT,M,2020-M01,11.8024,2020-01-01
UKR,MMRT_RT_PT_A_PT,M,2020-M02,9.4168,2020-02-01
UKR,MMRT_RT_PT_A_PT,M,2020-M03,11.6514,2020-03-01
UKR,MMRT_RT_PT_A_PT,M,2020-M04,8.7587,2020-04-01
UKR,MMRT_RT_PT_A_PT,M,2020-M05,7.3448,2020-05-01
UKR,MMRT_RT_PT_A_PT,M,2020-M06,6.5163,2020-06-01
UKR,MMRT_RT_PT_A_PT,M,2020-M07,5.7014,2020-07-01
UKR,MMRT_RT_PT_A_PT,M,2020-M08,5.5959,2020-08-01
UKR,MMRT_RT_PT_A_PT,M,2020-M09,5.6298,2020-09-01
UKR,MMRT_RT_PT_A_PT,M,2020-M10,5.5544,2020-10-01
UKR,MMRT_RT_PT_A_PT,M,2020-M11,5.7959,2020-11-01
UKR,MMRT_RT_PT_A_PT,M,2020-M12,5.6778,2020-12-01
UKR,MMRT_RT_PT_A_PT,M,2021-M01,5.4373,2021-01-01
UKR,MMRT_RT_PT_A_PT,M,2021-M02,5.4721,2021-02-01
UKR,MMRT_RT_PT_A_PT,M,2021-M03,5.8151,2021-03-01
UKR,MMRT_RT_PT_A_PT,M,2021-M04,6.2494,2021-04-01
UKR,MMRT_RT_PT_A_PT,M,2021-M05,6.8296,2021-05-01
UKR,MMRT_RT_PT_A_PT,M,2021-M06,6.8079,2021-06-01
UKR,MMRT_RT_PT_A_PT,M,2021-M07,7.0257,2021-07-01
UKR,MMRT_RT_PT_A_PT,M,2021-M08,7.481,2021-08-01
UKR,MMRT_RT_PT_A_PT,M,2021-M09,7.7944,2021-09-01
UKR,MMRT_RT_PT_A_PT,M,2021-M10,8.1153,2021-10-01
UKR,MMRT_RT_PT_A_PT,M,2021-M11,8.0446,2021-11-01
UKR,MMRT_RT_PT_A_PT,M,2021-M12,8.0495,2021-12-01
UKR,MMRT_RT_PT_A_PT,M,2022-M01,9.0399,2022-01-01
UKR,MMRT_RT_PT_A_PT,M,2022-M02,9.6613,2022-02-01
UKR,MMRT_RT_PT_A_PT,M,2022-M03,11.0283,2022-03-01
UKR,MMRT_RT_PT_A_PT,M,2022-M04,11.1673,2022-04-01
UKR,MMRT_RT_PT_A_PT,M,2022-M05,9.3617,2022-05-01
UKR,MMRT_RT_PT_A_PT,M,2022-M06,25.2667,2022-06-01
UKR,MMRT_RT_PT_A_PT,M,2022-M07,23.5,2022-07-01
UKR,MMRT_RT_PT_A_PT,M,2022-M08,23.7408,2022-08-01
UKR,MMRT_RT_PT_A_PT,M,2022-M09,23.0029,2022-09-01
UKR,MMRT_RT_PT_A_PT,M,2022-M10,22.4201,2022-10-01
UKR,MMRT_RT_PT_A_PT,M,2022-M11,0,2022-11-01
UKR,MMRT_RT_PT_A_PT,M,2022-M12,21.6032,2022-12-01
UKR,MMRT_RT_PT_A_PT,M,2023-M01,21.5065,2023-01-01
UKR,MMRT_RT_PT_A_PT,M,2023-M02,25.0145,2023-02-01
UKR,MMRT_RT_PT_A_PT,M,2023-M03,22.3103,2023-03-01
UKR,MMRT_RT_PT_A_PT,M,2023-M04,18.7186,2023-04-01
UKR,MMRT_RT_PT_A_PT,M,2023-M05,18.9575,2023-05-01
UKR,MMRT_RT_PT_A_PT,M,2023-M06,19.6762,2023-06-01
UKR,MMRT_RT_PT_A_PT,M,2023-M07,19.7382,2023-07-01
UKR,MMRT_RT_PT_A_PT,M,2023-M08,18.2497,2023-08-01
UKR,MMRT_RT_PT_A_PT,M,2023-M09,17.1562,2023-09-01
UKR,MMRT_RT_PT_A_PT,M,2023-M10,16.6895,2023-10-01
UKR,MMRT_RT_PT_A_PT,M,2023-M11,15.2496,2023-11-01
UKR,MMRT_RT_PT_A_PT,M,2023-M12,14.9888,2023-12-01
UKR,MMRT_RT_PT_A_PT,M,2024-M01,14.5814,2024-01-01
UKR,MMRT_RT_PT_A_PT,M,2024-M02,14.6359,2024-02-01
UKR,MMRT_RT_PT_A_PT,M,2024-M03,14.6663,2024-03-01
UKR,MMRT_RT_PT_A_PT,M,2024-M04,13.5048,2024-04-01
UKR,MMRT_RT_PT_A_PT,M,2024-M05,14.1284,2024-05-01
UKR,MMRT_RT_PT_A_PT,M,2024-M06,14.0226,2024-06-01
UKR,MMRT_RT_PT_A_PT,M,2024-M07,13.0845,2024-07-01
UKR,MMRT_RT_PT_A_PT,M,2024-M08,13.27,2024-08-01
UKR,MMRT_RT_PT_A_PT,M,2024-M09,11.5518,2024-09-01
UKR,MMRT_RT_PT_A_PT,M,2024-M10,12.5385,2024-10-01
UKR,MMRT_RT_PT_A_PT,M,2024-M11,13.5677,2024-11-01
UKR,MMRT_RT_PT_A_PT,M,2024-M12,13.6821,2024-12-01
UKR,MMRT_RT_PT_A_PT,M,2025-M01,13.822,2025-01-01
UKR,MMRT_RT_PT_A_PT,M,2025-M02,15.5025,2025-02-01
UKR,MMRT_RT_PT_A_PT,M,2025-M03,16.487,2025-03-01
UKR,MMRT_RT_PT_A_PT,M,2025-M04,16.7729,2025-04-01
UKR,MMRT_RT_PT_A_PT,M,2025-M05,16.7209,2025-05-01
UKR,MMRT_RT_PT_A_PT,M,2025-M06,16.3308,2025-06-01
UKR,MMRT_RT_PT_A_PT,M,2025-M07,15.6598,2025-07-01
UKR,MMRT_RT_PT_A_PT,M,2025-M08,16.4956,2025-08-01
UKR,MMRT_RT_PT_A_PT,M,2025-M09,16.0459,2025-09-01
UKR,MMRT_RT_PT_A_PT,M,2025-M10,15.8314,2025-10-01
UKR,MMRT_RT_PT_A_PT,M,2025-M11,16.2674,2025-11-01
UKR,MMRT_RT_PT_A_PT,M,2025-M12,14.7624,2025-12-01
UKR,MMRT_RT_PT_A_PT,M,2026-M01,14.947,2026-01-01
UKR,MMRT_RT_PT_A_PT,M,2026-M02,15.2538,2026-02-01
UKR,MMRT_RT_PT_A_PT,M,2026-M03,15.3389,2026-03-01
URY,MMRT_RT_PT_A_PT,M,2015-M01,7.73337117085427,2015-01-01
URY,MMRT_RT_PT_A_PT,M,2015-M02,15.2922692141904,2015-02-01
URY,MMRT_RT_PT_A_PT,M,2015-M03,17.6581783439526,2015-03-01
URY,MMRT_RT_PT_A_PT,M,2015-M04,7.84337682156287,2015-04-01
URY,MMRT_RT_PT_A_PT,M,2015-M05,9.19888325457438,2015-05-01
URY,MMRT_RT_PT_A_PT,M,2015-M06,11.4737889910168,2015-06-01
URY,MMRT_RT_PT_A_PT,M,2015-M07,5.70310199960002,2015-07-01
URY,MMRT_RT_PT_A_PT,M,2015-M08,13.0228321255236,2015-08-01
URY,MMRT_RT_PT_A_PT,M,2015-M09,20.0266174430856,2015-09-01
URY,MMRT_RT_PT_A_PT,M,2015-M10,8.12322359227292,2015-10-01
URY,MMRT_RT_PT_A_PT,M,2015-M11,10.3093611620795,2015-11-01
URY,MMRT_RT_PT_A_PT,M,2015-M12,15,2015-12-01
URY,MMRT_RT_PT_A_PT,M,2016-M01,6.16936025513777,2016-01-01
URY,MMRT_RT_PT_A_PT,M,2016-M02,9.42867788660641,2016-02-01
URY,MMRT_RT_PT_A_PT,M,2016-M03,7.67155005186722,2016-03-01
URY,MMRT_RT_PT_A_PT,M,2016-M04,23.3296,2016-04-01
URY,MMRT_RT_PT_A_PT,M,2016-M05,6.8091,2016-05-01
URY,MMRT_RT_PT_A_PT,M,2016-M06,8.14192423445509,2016-06-01
URY,MMRT_RT_PT_A_PT,M,2016-M07,9.92690340147483,2016-07-01
URY,MMRT_RT_PT_A_PT,M,2016-M08,7.47843365060241,2016-08-01
URY,MMRT_RT_PT_A_PT,M,2016-M09,10.2779385306359,2016-09-01
URY,MMRT_RT_PT_A_PT,M,2016-M10,9.91,2016-10-01
URY,MMRT_RT_PT_A_PT,M,2016-M11,7.4,2016-11-01
URY,MMRT_RT_PT_A_PT,M,2016-M12,7.17,2016-12-01
URY,MMRT_RT_PT_A_PT,M,2017-M01,12.35,2017-01-01
URY,MMRT_RT_PT_A_PT,M,2017-M02,9.34245775830511,2017-02-01
URY,MMRT_RT_PT_A_PT,M,2017-M03,6.12587848484849,2017-03-01
URY,MMRT_RT_PT_A_PT,M,2017-M04,8.64,2017-04-01
URY,MMRT_RT_PT_A_PT,M,2017-M05,6.58,2017-05-01
URY,MMRT_RT_PT_A_PT,M,2017-M06,6.5,2017-06-01
URY,MMRT_RT_PT_A_PT,M,2017-M07,5.9,2017-07-01
URY,MMRT_RT_PT_A_PT,M,2017-M08,6.094,2017-08-01
URY,MMRT_RT_PT_A_PT,M,2017-M09,6.17,2017-09-01
URY,MMRT_RT_PT_A_PT,M,2017-M10,6.69,2017-10-01
URY,MMRT_RT_PT_A_PT,M,2017-M11,8.18,2017-11-01
URY,MMRT_RT_PT_A_PT,M,2017-M12,7.66,2017-12-01
URY,MMRT_RT_PT_A_PT,M,2018-M01,6.17,2018-01-01
URY,MMRT_RT_PT_A_PT,M,2018-M02,8.34,2018-02-01
URY,MMRT_RT_PT_A_PT,M,2018-M03,8.81,2018-03-01
URY,MMRT_RT_PT_A_PT,M,2018-M04,5.06,2018-04-01
URY,MMRT_RT_PT_A_PT,M,2018-M05,4.85,2018-05-01
URY,MMRT_RT_PT_A_PT,M,2018-M06,5.6870228,2018-06-01
URY,MMRT_RT_PT_A_PT,M,2018-M07,5.72,2018-07-01
URY,MMRT_RT_PT_A_PT,M,2018-M08,8.8,2018-08-01
URY,MMRT_RT_PT_A_PT,M,2018-M09,7.58,2018-09-01
URY,MMRT_RT_PT_A_PT,M,2018-M10,7.57,2018-10-01
URY,MMRT_RT_PT_A_PT,M,2018-M11,7.81,2018-11-01
URY,MMRT_RT_PT_A_PT,M,2018-M12,6.92,2018-12-01
URY,MMRT_RT_PT_A_PT,M,2019-M01,6.04,2019-01-01
URY,MMRT_RT_PT_A_PT,M,2019-M02,5.88,2019-02-01
URY,MMRT_RT_PT_A_PT,M,2019-M03,10.48,2019-03-01
URY,MMRT_RT_PT_A_PT,M,2019-M04,5.85,2019-04-01
URY,MMRT_RT_PT_A_PT,M,2019-M05,7.87,2019-05-01
URY,MMRT_RT_PT_A_PT,M,2019-M06,5.73,2019-06-01
URY,MMRT_RT_PT_A_PT,M,2019-M07,7.43,2019-07-01
URY,MMRT_RT_PT_A_PT,M,2019-M08,6.99,2019-08-01
URY,MMRT_RT_PT_A_PT,M,2019-M09,6.67,2019-09-01
URY,MMRT_RT_PT_A_PT,M,2019-M10,11.65,2019-10-01
URY,MMRT_RT_PT_A_PT,M,2019-M11,7.72,2019-11-01
URY,MMRT_RT_PT_A_PT,M,2019-M12,15.79,2019-12-01
URY,MMRT_RT_PT_A_PT,M,2020-M01,4.53,2020-01-01
URY,MMRT_RT_PT_A_PT,M,2020-M02,4.3,2020-02-01
URY,MMRT_RT_PT_A_PT,M,2020-M03,5.29,2020-03-01
URY,MMRT_RT_PT_A_PT,M,2020-M04,4.52,2020-04-01
URY,MMRT_RT_PT_A_PT,M,2020-M05,5.46,2020-05-01
URY,MMRT_RT_PT_A_PT,M,2020-M06,6.86,2020-06-01
URY,MMRT_RT_PT_A_PT,M,2020-M07,4.94,2020-07-01
URY,MMRT_RT_PT_A_PT,M,2020-M08,4.79,2020-08-01
URY,MMRT_RT_PT_A_PT,M,2020-M09,4.53,2020-09-01
URY,MMRT_RT_PT_A_PT,M,2020-M10,4.62,2020-10-01
URY,MMRT_RT_PT_A_PT,M,2020-M11,4.59,2020-11-01
URY,MMRT_RT_PT_A_PT,M,2020-M12,4.66,2020-12-01
URY,MMRT_RT_PT_A_PT,M,2021-M01,4.31,2021-01-01
URY,MMRT_RT_PT_A_PT,M,2021-M02,4.52,2021-02-01
URY,MMRT_RT_PT_A_PT,M,2021-M03,4.52,2021-03-01
URY,MMRT_RT_PT_A_PT,M,2021-M04,4.52,2021-04-01
URY,MMRT_RT_PT_A_PT,M,2021-M05,4.46,2021-05-01
URY,MMRT_RT_PT_A_PT,M,2021-M06,4.47,2021-06-01
URY,MMRT_RT_PT_A_PT,M,2021-M07,4.46,2021-07-01
URY,MMRT_RT_PT_A_PT,M,2021-M08,4.78,2021-08-01
URY,MMRT_RT_PT_A_PT,M,2021-M09,5.05,2021-09-01
URY,MMRT_RT_PT_A_PT,M,2021-M10,5.19,2021-10-01
URY,MMRT_RT_PT_A_PT,M,2021-M11,5.71,2021-11-01
URY,MMRT_RT_PT_A_PT,M,2021-M12,5.54,2021-12-01
URY,MMRT_RT_PT_A_PT,M,2022-M01,6.25,2022-01-01
URY,MMRT_RT_PT_A_PT,M,2022-M02,7.02,2022-02-01
URY,MMRT_RT_PT_A_PT,M,2022-M03,7.25,2022-03-01
URY,MMRT_RT_PT_A_PT,M,2022-M04,8.5,2022-04-01
